,Emp_ID,Emp_name,PayDate,Description,Hours,Amount
90,014SARAI,Sarah Ilyas,17-04-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0', '0']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '75.07']"
91,014SARAI,Sarah Ilyas,24-04-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0', '0']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '75.07']"
92,014SARAI,Sarah Ilyas,01-05-84,"['Normal Hours', 'Sick Leave', 'Other Leave - Public Holiday', 'Public Holiday - worked', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['7', '23.5', '2', '5', '0', nan, '0', '0', '0', '0', '0']","['147.5', '495.18', '42.14', '237.05', '1.96', nan, '923.83', '-156', '-25', '742.83', '87.58']"
93,014SARAI,Sarah Ilyas,08-05-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '0', nan, '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '75.07', nan, nan, nan, 'Page 167 of 553', nan, nan, nan, nan, 'Amount']"
94,014SARAI,Sarah Ilyas,15-05-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0', '0']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '75.07']"
95,014SARAI,Sarah Ilyas,22-05-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0', '0']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '75.07']"
96,014SARAI,Sarah Ilyas,29-05-84,"['Normal Hours', 'Other Leave - Bereavement', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'Reimburse expenses- Flu Vax', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['30.5', '7', '0', nan, '0', '0', '0', '0', '0', '0']","['642.68', '147.5', '8.54', nan, '798.72', '-112', '19.99', '-25', '681.71', '61.05']"
97,014SARAI,Sarah Ilyas,05-06-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0', '0']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '75.07']"
98,014SARAI,Sarah Ilyas,12-06-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '0', nan, '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '75.07', nan, nan, nan, 'Page 168 of 553', nan, nan, nan, nan, 'Amount']"
99,014SARAI,Sarah Ilyas,19-06-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0', '0']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '75.07']"
100,014SARAI,Sarah Ilyas,26-06-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0', '0']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '75.07']"
101,014SARAI,Sarah Ilyas,03-07-84,"['Normal Hours', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '0', nan, '0', '0', '0', '0', '0']","['790.18', '10.5', nan, '800.68', '-113', '-25', '662.68', '76.06']"
102,014SARAI,Sarah Ilyas,10-07-84,"['Normal Hours', 'Sat Perm Loading', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '8.5', '0', nan, '0', '0', '0', '0', '0']","['817.83', '46.34', '10.88', nan, '875.05', '-139', '-25', '711.05', '83.13']"
103,014SARAI,Sarah Ilyas,17-07-84,"['Normal Hours', 'Sat Perm Loading', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '8.5', '0', nan, '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['817.83', '46.34', '10.88', nan, '875.05', '-139', '-25', '711.05', '83.13', nan, nan, nan, 'Page 169 of 553', nan, nan, nan, nan, 'Amount']"
104,014SARAI,Sarah Ilyas,24-07-84,"['Normal Hours', 'Sat Perm Loading', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '8.5', '0', nan, '0', '0', '0', '0', '0']","['817.83', '46.34', '10.88', nan, '875.05', '-139', '-25', '711.05', '83.13']"
105,014SARAI,Sarah Ilyas,31-07-84,"['Normal Hours', 'Annual Leave', 'Leave Loading 17.5%', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['28.5', '8.5', '0', '0', nan, '0', '0', '0', '0', '0']","['621.55', '185.38', '32.44', '8.27', nan, '847.64', '-129', '-25', '693.64', '80.53']"
106,014SARAI,Sarah Ilyas,07-08-84,"['Normal Hours', 'Sick Leave', 'Sat Perm Loading', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['30.5', '7', '8.5', '0', nan, '0', '0', '0', '0', '0']","['665.17', '152.66', '46.34', '8.85', nan, '873.02', '-138', '-25', '710.02', '82.94']"
107,014SARAI,Sarah Ilyas,14-08-84,"['Sick Leave', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '0', '0', '0', '0', '0']","['817.84', '817.84', '-119', '-25', '673.84', '77.69']"
108,014SARAI,Sarah Ilyas,21-08-84,"['Normal Hours', 'Sick Leave', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['7', '30.5', '0', nan, '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['152.66', '665.18', '2.03', nan, '819.87', '-120', '-25', '674.87', '77.89', nan, nan, nan, 'Page 170 of 553', nan, nan, nan, nan, 'Amount']"
109,014SARAI,Sarah Ilyas,28-08-84,"['Normal Hours', 'Sat Perm Loading', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '8.5', '0', nan, '0', '0', '0', '0', '0']","['817.83', '46.34', '10.88', nan, '875.05', '-139', '-25', '711.05', '83.13']"
110,014SARAI,Sarah Ilyas,04-09-84,"['Normal Hours', 'Sat Perm Loading', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '8.5', '0', nan, '0', '0', '0', '0', '0']","['817.83', '46.34', '10.88', nan, '875.05', '-139', '-25', '711.05', '83.13']"
111,014SARAI,Sarah Ilyas,11-09-84,"['Normal Hours', 'Sat Perm Loading', ""ZZZFirst Aid -hourly retail award (don't us"", 'e)', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '8.5', '0', nan, '0', '0', '0', '0', '0']","['817.83', '46.34', '10.88', nan, '875.05', '-139', '-25', '711.05', '83.13']"
112,014SARAI,Sarah Ilyas,18-09-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
113,014SARAI,Sarah Ilyas,25-09-84,"['Normal Hours', 'Annual Leave', 'First Aid - Retail Hourly Rate', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['7', '30.5', '7', '0', '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['152.66', '665.18', '2.03', '116.4', '936.27', '-160', '-25', '751.27', '88.75', nan, nan, nan, 'Page 171 of 553', nan, nan, nan, nan, 'Amount']"
114,014SARAI,Sarah Ilyas,02-10-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
115,014SARAI,Sarah Ilyas,09-10-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
116,014SARAI,Sarah Ilyas,16-10-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
117,014SARAI,Sarah Ilyas,23-10-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
118,014SARAI,Sarah Ilyas,30-10-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1', nan, nan, nan, 'Page 172 of 553', nan, nan, nan, nan, 'Amount']"
119,014SARAI,Sarah Ilyas,06-11-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
120,014SARAI,Sarah Ilyas,13-11-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
121,014SARAI,Sarah Ilyas,20-11-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
122,014SARAI,Sarah Ilyas,27-11-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
123,014SARAI,Sarah Ilyas,04-12-84,"['Normal Hours', 'Sick Leave', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['30', '7.5', '30', '8.5', '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['654.27', '163.57', '8.7', '46.34', '872.88', '-138', '-25', '709.88', '82.1', nan, nan, nan, 'Page 173 of 553', nan, nan, nan, nan, 'Amount']"
124,014SARAI,Sarah Ilyas,11-12-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
125,014SARAI,Sarah Ilyas,18-12-84,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
126,014SARAI,Sarah Ilyas,25-12-84,"['Normal Hours', 'Other Leave - Public Holiday', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['30.5', '7', '30.5', '8.5', '0', '0', '0', '0', '0']","['665.17', '152.66', '8.85', '46.34', '873.02', '-138', '-25', '710.02', '82.1']"
127,014SARAI,Sarah Ilyas,01-01-85,"['Annual Leave', 'Other Leave - Birthday', 'Other Leave - Public Holiday', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['16', '7.5', '14', '0', '0', '0', '0', '0', '0']","['348.95', '163.57', '305.32', '61.06', '878.9', '-140', '-25', '713.9', '83.5']"
128,014SARAI,Sarah Ilyas,08-01-85,"['Normal Hours', 'Annual Leave', 'First Aid - Retail Hourly Rate', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['7', '30.5', '7', '0', '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['152.66', '665.18', '2.03', '116.4', '936.27', '-160', '-25', '751.27', '88.75', nan, nan, nan, 'Page 174 of 553', nan, nan, nan, nan, 'Amount']"
129,014SARAI,Sarah Ilyas,15-01-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
130,014SARAI,Sarah Ilyas,22-01-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
131,014SARAI,Sarah Ilyas,29-01-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
132,014SARAI,Sarah Ilyas,05-02-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
133,014SARAI,Sarah Ilyas,12-02-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1', nan, nan, nan, 'Page 175 of 553', nan, nan, nan, nan, 'Amount']"
134,014SARAI,Sarah Ilyas,19-02-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
135,014SARAI,Sarah Ilyas,26-02-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['37.5', '37.5', '8.5', '0', '0', '0', '0', '0']","['817.83', '10.88', '46.34', '875.05', '-139', '-25', '711.05', '82.1']"
136,014SARAI,Sarah Ilyas,05-03-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['30.5', '30.5', '8.5', '0', '0', '0', '0', '0']","['665.17', '8.85', '46.34', '720.36', '-85', '-25', '610.36', '67.59']"
137,014SARAI,Sarah Ilyas,12-03-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '22.01']"
138,014SARAI,Sarah Ilyas,19-03-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '22.01', nan, nan, nan, 'Page 176 of 553', nan, nan, nan, nan, 'Amount']"
139,014SARAI,Sarah Ilyas,26-03-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '22.01']"
140,014SARAI,Sarah Ilyas,02-04-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay']","['8.5', '8.5', '8.5', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19']"
141,014SARAI,Sarah Ilyas,09-04-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '44.03']"
142,014SARAI,Sarah Ilyas,16-04-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '22.01']"
143,014SARAI,Sarah Ilyas,23-04-85,"['Other Leave - Public Holiday', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '0', '0', '0', '0', '0']","['185.38', '185.38', '-40', '-25', '120.38', '17.61']"
144,014SARAI,Sarah Ilyas,30-04-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '22.01', nan, nan, nan, 'Page 177 of 553', nan, nan, nan, nan, 'Amount']"
145,014SARAI,Sarah Ilyas,07-05-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay']","['8.5', '8.5', '8.5', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19']"
146,014SARAI,Sarah Ilyas,14-05-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '44.03']"
147,014SARAI,Sarah Ilyas,21-05-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '22.01']"
148,014SARAI,Sarah Ilyas,28-05-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '22.01']"
149,014SARAI,Sarah Ilyas,04-06-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay']","['8.5', '8.5', '8.5', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19']"
150,014SARAI,Sarah Ilyas,11-06-85,"['Annual Leave', 'Leave Loading 17.5%', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', nan, 'Employee Previous Earnings', 'Shahzeb AnsariPTY LTD', nan, nan, nan, nan, nan, 'Description']","['8.5', '0', '0', '0', '0', '0', nan, nan, nan, nan, nan, nan, nan, nan, 'Hours']","['185.38', '32.44', '217.82', '-48', '-25', '144.82', nan, nan, nan, 'Page 178 of 553', nan, nan, nan, nan, 'Amount']"
151,014SARAI,Sarah Ilyas,18-06-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '64.72']"
152,014SARAI,Sarah Ilyas,25-06-85,"['Normal Hours', 'First Aid - Retail Hourly Rate', 'Sat Perm Loading', 'Gross Taxable Total', 'Tax (Incl Adjust)', 'SUPER SUPER VOL CONT $', 'Net Pay', 'Superannuation']","['8.5', '8.5', '8.5', '0', '0', '0', '0', '0']","['185.38', '2.47', '46.34', '234.19', '-52', '-25', '157.19', '22.01']"
